season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2019,REG,9,Dallas Goedert,TE,PHI,7.164,2.140202721,3.232,5.636947119,4,5,80,39,0,6.8475,4.264776383,2.582723617,00-0034351,Dallas,Goedert,88,D.Goedert
2019,REG,9,Zach Pascal,WR,IND,7.071666667,2.221487611,15.06833333,48.08786767,5,6,83.33333333,76,1,0.266,1.020633368,-0.754633368,00-0033251,Zachary,Pascal,14,Z.Pascal
2019,REG,9,Keelan Cole,WR,JAX,6.968,4.067717566,11.48333333,18.08683782,5,6,83.33333333,80,0,5.284,4.089137058,1.194862942,00-0033681,Keelan,Cole,84,K.Cole
2019,REG,9,Paul Richardson,WR,WAS,6.962,2.139627321,9.936,33.08030364,4,5,80,42,0,2.6675,1.94021237,0.72728763,00-0031257,Paul,Richardson,10,P.Richardson
2019,REG,9,Marvin Jones,WR,DET,6.87,2.062209251,15.156,34.03395311,8,10,80,126,1,2.21,1.737610159,0.472389841,00-0029293,Marvin,Jones,11,M.Jones
2019,REG,9,Benjamin Watson,TE,NE,6.795,5.093377518,6.27,11.57894737,4,5,80,28,0,5.1075,3.597517933,1.509982067,00-0022943,Benjamin,Watson,84,B.Watson
2019,REG,9,Evan Engram,TE,NYG,6.761666667,3.395420001,7.12875,20.91079089,6,8,75,48,0,3.198333333,3.622962562,-0.424629229,00-0033881,Evan,Engram,88,E.Engram
2019,REG,9,Odell Beckham,WR,CLE,6.703333333,2.081760998,8.346666667,26.99584928,5,6,83.33333333,87,0,10.22,5.357956214,4.862043786,00-0031235,Odell,Beckham,13,O.Beckham
2019,REG,9,Nelson Agholor,WR,PHI,6.605,1.785659909,12.63375,35.25533696,3,8,37.5,21,0,-0.25,1.159334844,-1.409334844,00-0031549,Nelson,Agholor,13,N.Agholor
2019,REG,9,Terry McLaurin,WR,WAS,6.406666667,2.156893323,5.676666667,22.67945133,4,6,66.66666667,39,0,4.835,2.980140671,1.854859329,00-0035659,Terry,McLaurin,17,T.McLaurin
2019,REG,9,Jonnu Smith,TE,TEN,6.383333333,2.666963824,6.038,9.345881188,3,5,60,18,0,0.643333333,1.700258624,-1.05692529,00-0033858,Jonnu,Smith,81,J.Smith
2019,REG,9,Deebo Samuel,WR,SF,6.315,1.859157868,10.70571429,27.92725647,4,7,57.14285714,40,0,1.995,1.296005551,0.698994449,00-0035719,Tyshun,Samuel,19,D.Samuel
2019,REG,9,Jacob Hollister,TE,SEA,6.28,4.727925388,5.266666667,8.757586675,4,6,66.66666667,37,2,3.7375,2.5068118,1.2306882,00-0033387,Jacob,Hollister,48,J.Hollister
2019,REG,9,Travis Kelce,TE,KC,6.19,3.194852747,7.995555556,24.15089274,7,9,77.77777778,62,0,2.298571429,2.428841066,-0.130269638,00-0030506,Travis,Kelce,87,T.Kelce
2019,REG,9,Laquon Treadwell,WR,MIN,6.16,4.592300784,16.344,29.23687882,3,5,60,58,0,3.98,2.09150605,1.88849395,00-0032951,Laquon,Treadwell,11,L.Treadwell
2019,REG,9,Greg Olsen,TE,CAR,6.15,2.348003596,10.31333333,15.70279392,3,6,50,40,0,2.936666667,3.997554229,-1.060887562,00-0025418,Gregory,Olsen,88,G.Olsen
2019,REG,9,Julian Edelman,WR,NE,6.093636364,2.802801575,5.130909091,20.84579871,10,11,90.90909091,89,0,3.549,3.175515781,0.373484219,00-0027150,Julian,Edelman,11,J.Edelman
2019,REG,9,Chris Conley,WR,JAX,6.088571429,2.931271222,15.19714286,27.92565758,2,7,28.57142857,32,0,-0.21,3.479298672,-3.689298672,00-0032128,Christian,Conley,18,C.Conley
2019,REG,9,Golden Tate,WR,NYG,6.085,2.113463756,5.046666667,11.10255564,6,6,100,42,0,1.953333333,2.069987908,-0.116654574,00-0027891,Golden,Tate,15,G.Tate
2019,REG,9,Chris Godwin,WR,TB,6.05375,3.625297026,5.522222222,10.96138153,7,9,77.77777778,61,0,4.065714286,5.255413907,-1.189699621,00-0033921,Rod,Godwin,12,C.Godwin
2019,REG,9,Mohamed Sanu,WR,NE,6.043076923,3.571236081,9.562857143,49.4478301,10,14,71.42857143,81,1,4.312,4.894825857,-0.582825857,00-0029632,Mohamed,Sanu,14,M.Sanu
2019,REG,9,T.J. Hockenson,TE,DET,6.035,3.054197023,6.225714286,9.786221144,3,7,42.85714286,56,0,17.64333333,14.87878197,2.764551364,00-0035229,Thomas,Hockenson,88,T.Hockenson
2019,REG,9,Randall Cobb,WR,DAL,5.923333333,2.981246584,9.125,21.50727712,6,8,75,35,0,3.098333333,3.738943204,-0.640609871,00-0028002,Randall,Cobb,18,R.Cobb
2019,REG,9,Jakeem Grant,WR,MIA,5.895,3.305201006,13.146,19.19964948,3,5,60,33,0,7.873333333,7.010424625,0.862908709,00-0032791,Jakeem,Grant,19,J.Grant
2019,REG,9,Hunter Henry,TE,LAC,5.887777778,2.562868169,10.428,48.96464291,7,10,70,84,0,3.788571429,3.435157946,0.353413482,00-0033090,Hunter,Henry,86,H.Henry
2019,REG,9,Hunter Renfrow,WR,LV,5.882,2.949362781,5.707142857,19.67883355,6,7,85.71428571,54,1,3.363333333,3.620718445,-0.257385112,00-0034983,Hunter,Renfrow,13,H.Renfrow
2019,REG,9,Rhett Ellison,TE,NYG,5.865,5.431337124,4.594,8.422249111,2,5,40,17,0,2.97,2.174022158,0.795977842,00-0029587,Rhett,Ellison,85,R.Ellison
2019,REG,9,Chester Rogers,WR,IND,5.848,4.420993921,5.84,15.53108877,3,5,60,22,1,0.486666667,1.338935867,-0.852269201,00-0032355,Chester,Rogers,80,C.Rogers
2019,REG,9,Tyreek Hill,WR,KC,5.825,2.57379274,16.72444444,50.5168479,6,9,66.66666667,140,1,3.336666667,3.298950323,0.037716343,00-0033040,Tyreek,Hill,10,T.Hill
2019,REG,9,Davante Adams,WR,GB,5.756,2.954404395,10.40636364,38.35740375,7,11,63.63636364,41,0,0.558571429,2.120721028,-1.562149599,00-0031381,Davante,Adams,17,D.Adams
2019,REG,9,Breshad Perriman,WR,TB,5.574285714,2.966863359,5.92375,10.45190887,4,8,50,42,1,2.115,2.574093978,-0.459093978,00-0032054,Breshad,Perriman,19,B.Perriman
2019,REG,9,Sammy Watkins,WR,KC,5.565555556,1.696335699,7.592,25.47993019,7,10,70,63,0,0.737142857,2.04114838,-1.304005523,00-0031325,Samuel,Watkins,14,S.Watkins
2019,REG,9,John Brown,WR,BUF,5.397142857,2.497751775,18.34714286,64.4437754,4,7,57.14285714,76,0,2.0425,2.273044418,-0.230544418,00-0031051,John,Brown,15,J.Brown
2019,REG,9,Emmanuel Sanders,WR,SF,5.39,2.549844589,10.97555556,36.81150779,7,9,77.77777778,112,1,6.02,2.775090694,3.244909306,00-0027685,Emmanuel,Sanders,17,E.Sanders
2019,REG,9,Antonio Callaway,WR,CLE,5.286,2.929822066,6.386,17.21201013,4,5,80,56,0,10.09,5.65287756,4.43712244,00-0034772,Antonio,Callaway,11,A.Callaway
2019,REG,9,Alshon Jeffery,WR,PHI,5.24125,2.552296619,12.485,34.84023999,4,8,50,36,0,1.2575,2.426897838,-1.169397838,00-0029137,Alshon,Jeffery,17,A.Jeffery
2019,REG,9,Kenny Golladay,WR,DET,5.201428571,2.591731495,20.59428571,32.37222671,4,7,57.14285714,132,1,15.0025,6.142109112,8.860390888,00-0033932,Kenneth,Golladay,19,K.Golladay
2019,REG,9,Kyle Rudolph,TE,MIN,5.19,2.17722078,10.992,19.66298165,3,5,60,23,1,2.716666667,2.778337215,-0.061670549,00-0027981,Kyle,Rudolph,82,K.Rudolph
2019,REG,9,Stefon Diggs,WR,MIN,5.052,1.893813611,12.564,22.47504562,1,5,20,4,0,5.35,5.314997744,0.035002256,00-0031588,Stefon,Diggs,14,S.Diggs
2019,REG,9,Allen Robinson,WR,CHI,5.028,2.690804275,17.342,40.60027157,1,5,20,6,0,-0.7,0.58334101,-1.28334101,00-0031428,Allen,Robinson,12,A.Robinson
2019,REG,9,Jason Witten,TE,DAL,5.016666667,3.7792914,4.002222222,10.61222085,8,9,88.88888889,58,0,3.86375,5.851978486,-1.988228486,00-0022127,Christopher,Witten,82,J.Witten
2019,REG,9,Jamison Crowder,WR,NYJ,5.01375,3.640341265,5.301111111,20.07658643,8,9,88.88888889,83,1,4.89125,3.834562284,1.056687716,00-0031941,Jamison,Crowder,82,J.Crowder
2019,REG,9,Courtland Sutton,WR,DEN,4.995,2.306636384,10.14125,44.11876665,5,8,62.5,56,1,3.534,4.041831225,-0.507831225,00-0034348,Courtland,Sutton,14,C.Sutton
2019,REG,9,D.K. Metcalf,WR,SEA,4.994444444,2.130464649,11.39444444,28.42058587,6,9,66.66666667,123,1,9.111666667,5.040207068,4.071459599,00-0035640,DeKaylin,Metcalf,14,DK.Metcalf
2019,REG,9,DeVante Parker,WR,MIA,4.953333333,1.547188666,8.991666667,15.75872645,4,6,66.66666667,57,1,3.5575,3.616039093,-0.058539093,00-0031547,DeVante,Parker,11,D.Parker
2019,REG,9,Irv Smith,TE,MIN,4.902,2.968924571,2.922,5.227004401,3,5,60,12,0,0.786666667,2.041850222,-1.255183556,00-0034970,Irvin,Smith,84,I.Smith
2019,REG,9,Tyler Lockett,WR,SEA,4.884,2.948159777,9.644444444,48.11129895,13,18,72.22222222,152,2,4.6,4.606939309,-0.006939309,00-0032211,Tyler,Lockett,16,T.Lockett
2019,REG,9,Zach Ertz,TE,PHI,4.881,1.93558288,6.376363636,24.46630389,9,11,81.81818182,103,1,5.853333333,5.317421304,0.535912029,00-0030061,Zachary,Ertz,86,Z.Ertz
2019,REG,9,Mike Gesicki,TE,MIA,4.87,2.682648298,12.29,21.5393603,6,6,100,95,0,3.543333333,3.608237938,-0.064904605,00-0034829,Michael,Gesicki,88,M.Gesicki
2019,REG,9,D.J. Moore,WR,CAR,4.708,2.563188459,14.17,35.95807851,7,10,70,101,0,4.89,3.720862927,1.169137073,00-0034827,Denniston,Moore,12,D.Moore
2019,REG,9,Seth DeValve,TE,JAX,4.686666667,3.007941684,6.32,8.295269596,4,5,80,41,0,3.8825,4.009765747,-0.127265747,00-0033080,Seth,DeValve,88,S.DeValve
2019,REG,9,Amari Cooper,WR,DAL,4.402857143,3.533297173,17.86285714,36.83931412,4,7,57.14285714,80,1,7.6125,10.07610578,-2.463605779,00-0031544,Amari,Cooper,19,A.Cooper
2019,REG,9,JuJu Smith-Schuster,WR,PIT,4.04,2.84812114,10.822,29.12271259,3,5,60,16,0,4.596666667,5.141769576,-0.545102909,00-0033857,John,Smith-Schuster,19,J.Smith-Schuster
2019,REG,9,Jarvis Landry,WR,CLE,4.013333333,2.590061054,4.956153846,34.73128133,6,13,46.15384615,51,1,5.505,4.543834737,0.961165263,00-0031382,Jarvis,Landry,80,J.Landry
2019,REG,9,Michael Gallup,WR,DAL,3.925,2.794269155,14.43,25.5082199,2,6,33.33333333,33,1,8.9,7.016841527,1.883158473,00-0034764,Michael,Gallup,13,M.Gallup
2019,REG,9,George Kittle,TE,SF,3.88125,2.638740628,6.61,19.7063427,6,8,75,79,1,8.065,6.324948601,1.740051399,00-0033288,George,Kittle,85,G.Kittle
2019,REG,9,Curtis Samuel,WR,CAR,3.875,1.875348626,22.21,33.81632705,3,6,50,64,1,1.863333333,2.369291109,-0.505957776,00-0033282,Curtis,Samuel,10,C.Samuel
2019,REG,9,A.J. Brown,WR,TEN,3.827142857,2.035715135,14.42714286,31.26335015,4,7,57.14285714,81,0,6.2575,5.29822136,0.95927864,00-0035676,Arthur,Brown,11,A.Brown
2019,REG,9,Mike Evans,WR,TB,3.80625,2.398492144,16.06,56.67276858,12,16,75,180,1,3.639166667,3.898915286,-0.259748619,00-0031408,Mike,Evans,13,M.Evans
2019,REG,9,DeAndre Hopkins,WR,HOU,3.516363636,1.923610081,7.367272727,44.76606087,8,11,72.72727273,48,1,1.83625,3.355947828,-1.519697828,00-0030564,DeAndre,Hopkins,10,D.Hopkins
2019,REG,9,Danny Amendola,WR,DET,3.46,2.145603286,9.474,10.63729453,3,5,60,29,0,2.32,2.339193609,-0.019193609,00-0026035,Daniel,Amendola,80,D.Amendola
2019,REG,9,Preston Williams,WR,MIA,2.854444444,1.578132226,14.59222222,38.36132613,5,9,55.55555556,72,2,2.714,1.204125162,1.509874838,00-0035350,Preston,Williams,18,P.Williams
2019,REG,10,James Washington,WR,PIT,8.305714286,3.095800395,10.74571429,35.46440358,6,7,85.71428571,90,1,4.823333333,3.242706329,1.580627004,00-0034676,James,Washington,13,J.Washington
2019,REG,10,Jacob Hollister,TE,SEA,8.192857143,4.026228782,3.473,18.54244527,8,10,80,62,1,6.65875,7.683138069,-1.024388069,00-0033387,Jacob,Hollister,48,J.Hollister
2019,REG,10,Danny Amendola,WR,DET,7.7525,2.829938192,8.513333333,25.2554552,4,9,44.44444444,29,0,3.9375,4.512164689,-0.574664689,00-0026035,Daniel,Amendola,80,D.Amendola
2019,REG,10,Robert Woods,WR,LAR,7.717272727,2.746050701,10.49454545,38.61515304,7,11,63.63636364,95,0,3.461428571,4.07884198,-0.617413409,00-0030431,Robert,Woods,17,R.Woods
2019,REG,10,Demarcus Robinson,WR,KC,7.702,4.534038122,8.712,10.87016195,4,5,80,56,0,5.33,3.630542002,1.699457998,00-0032775,Demarcus,Robinson,11,D.Robinson
2019,REG,10,Sammy Watkins,WR,KC,7.67625,3.485810424,8.162222222,18.33154493,5,9,55.55555556,39,0,3.812,3.642463151,0.169536849,00-0031325,Samuel,Watkins,14,S.Watkins
2019,REG,10,Darren Waller,TE,LV,7.648,2.323904318,7.072,20.38040346,3,5,60,40,0,2.52,2.82625263,-0.30625263,00-0031610,Darren,Waller,83,D.Waller
2019,REG,10,Jamison Crowder,WR,NYJ,7.59,2.534223879,9.798333333,28.47524944,5,6,83.33333333,81,1,6.16,4.684870981,1.475129019,00-0031941,Jamison,Crowder,82,J.Crowder
2019,REG,10,Christian Kirk,WR,ARI,7.572222222,2.932130191,18.172,42.89086103,6,10,60,138,3,6.378333333,5.142601607,1.235731726,00-0034775,Christian,Kirk,13,C.Kirk
2019,REG,10,Irv Smith,TE,MIN,7.368,3.995162372,2.761666667,7.586301621,5,6,83.33333333,34,0,4.5,4.093123305,0.406876695,00-0034970,Irvin,Smith,84,I.Smith
2019,REG,10,Mike Gesicki,TE,MIA,7.09,3.619715645,6.523333333,20.28715078,3,6,50,28,0,4.323333333,4.307518481,0.015814853,00-0034829,Michael,Gesicki,88,M.Gesicki
2019,REG,10,Diontae Johnson,WR,PIT,6.995,3.522199295,7.99,22.60254597,4,6,66.66666667,64,0,11.04,8.588764157,2.451235843,00-0035216,Diontae,Johnson,18,D.Johnson
2019,REG,10,Demaryius Thomas,WR,NYJ,6.747777778,3.108781696,5.455555556,23.78184636,6,9,66.66666667,84,0,8.703333333,5.939907064,2.763426269,00-0027874,Demaryius,Thomas,18,D.Thomas
2019,REG,10,Cole Beasley,WR,BUF,6.721666667,3.626698393,13.75666667,22.02123686,4,6,66.66666667,74,0,11.295,8.087234847,3.207765153,00-0029000,Cole,Beasley,10,C.Beasley
2019,REG,10,Jason Witten,TE,DAL,6.6625,2.515861547,5.712,5.412884029,2,5,40,17,0,3.56,3.580960985,-0.020960985,00-0022127,Christopher,Witten,82,J.Witten
2019,REG,10,Chris Godwin,WR,TB,6.61,3.327945694,9.835833333,28.34329899,6,12,50,74,0,7.468333333,4.837798408,2.630534926,00-0033921,Rod,Godwin,12,C.Godwin
2019,REG,10,Calvin Ridley,WR,ATL,6.512,1.892187659,17.95,33.4750662,3,5,60,28,0,3.07,3.385637813,-0.315637813,00-0034837,Calvin,Ridley,18,C.Ridley
2019,REG,10,Golden Tate,WR,NYG,6.32,2.173413302,7.94125,21.85715269,4,8,50,89,2,19.275,5.818067175,13.45693283,00-0027891,Golden,Tate,15,G.Tate
2019,REG,10,Deebo Samuel,WR,SF,6.271,3.273856218,8.515454545,26.7399372,8,11,72.72727273,112,0,8.8875,6.083106688,2.804393312,00-0035719,Tyshun,Samuel,19,D.Samuel
2019,REG,10,Allen Lazard,WR,GB,6.208,2.522537177,15.505,29.36831139,3,6,50,27,0,1.176666667,6.056681751,-4.880015084,00-0034521,Allen,Lazard,13,A.Lazard
2019,REG,10,Russell Gage,WR,ATL,6.165,3.0114966,4.124,7.690873149,4,5,80,23,0,3.7525,3.684727611,0.067772389,00-0034411,Russell,Gage,83,R.Gage
2019,REG,10,Curtis Samuel,WR,CAR,6.0875,2.380744116,13.66125,33.60287787,4,8,50,35,1,0.87,1.79334698,-0.92334698,00-0033282,Curtis,Samuel,10,C.Samuel
2019,REG,10,Hunter Henry,TE,LAC,5.98,3.179532016,11.26,19.78363997,4,7,57.14285714,30,1,1.3675,1.367558834,-5.88E-05,00-0033090,Hunter,Henry,86,H.Henry
2019,REG,10,Tyreek Hill,WR,KC,5.966666667,3.339455514,12.09263158,57.33536296,11,19,57.89473684,157,1,6.68,4.202711079,2.477288921,00-0033040,Tyreek,Hill,10,T.Hill
2019,REG,10,Jonnu Smith,TE,TEN,5.946666667,3.552784415,5.858333333,14.16995888,4,6,66.66666667,30,0,6.93,5.664825174,1.265174826,00-0033858,Jonnu,Smith,81,J.Smith
2019,REG,10,Travis Kelce,TE,KC,5.93,3.921956679,5.944285714,10.38355002,7,7,100,75,1,4.77,5.402028536,-0.632028536,00-0030506,Travis,Kelce,87,T.Kelce
2019,REG,10,Larry Fitzgerald,WR,ARI,5.77375,3.075478514,6.2425,11.78719789,8,8,100,71,0,2.6325,2.659876677,-0.027376677,00-0022921,Larry,Fitzgerald,11,L.Fitzgerald
2019,REG,10,Michael Gallup,WR,DAL,5.71,1.467025524,16.371,31.02742452,4,10,40,76,1,7.575,6.091017074,1.483982926,00-0034764,Michael,Gallup,13,M.Gallup
2019,REG,10,Vance McDonald,TE,PIT,5.506666667,2.028787733,7.351428571,24.2621405,3,7,42.85714286,11,0,2.086666667,1.182389943,0.904276724,00-0030470,Vance,McDonald,89,V.McDonald
2019,REG,10,Randall Cobb,WR,DAL,5.49625,2.578749874,14.75875,22.37742357,6,8,75,106,1,2.438333333,1.752930513,0.68540282,00-0028002,Randall,Cobb,18,R.Cobb
2019,REG,10,Marvin Jones,WR,DET,5.458,2.789910085,14.228,23.44913969,5,5,100,77,0,1.172,1.632684077,-0.460684077,00-0029293,Marvin,Jones,11,M.Jones
2019,REG,10,Taylor Gabriel,WR,CHI,5.436666667,3.697786825,15.65833333,42.25510479,4,6,66.66666667,39,1,0.7975,1.701185238,-0.903685238,00-0031228,Taylor,Gabriel,18,T.Gabriel
2019,REG,10,Josh Reynolds,WR,LAR,5.426,3.118904797,16.478,27.55979261,3,5,60,49,0,4.356666667,4.777369446,-0.420702779,00-0033943,Joshua Dedmon-Reynolds,Reynolds,83,J.Reynolds
2019,REG,10,Kendrick Bourne,WR,SF,5.235,3.108170456,9.5425,21.79274907,4,8,50,42,1,4.6125,3.453774318,1.158725682,00-0033307,Kendrick,Bourne,84,K.Bourne
2019,REG,10,Darius Slayton,WR,NYG,5.224,2.612350226,11.79,60.84428542,10,15,66.66666667,121,2,3.625,3.815874293,-0.190874293,00-0035535,Darius,Slayton,86,D.Slayton
2019,REG,10,Keenan Allen,WR,LAC,5.205,3.467077036,9.154545455,25.27546999,8,11,72.72727273,68,0,3.415,2.850927401,0.564072599,00-0030279,Keenan,Allen,13,K.Allen
2019,REG,10,Jarvis Landry,WR,CLE,5.107,2.476868611,6.158,24.02653141,9,10,90,97,1,4.787777778,4.64113947,0.146638308,00-0031382,Jarvis,Landry,80,J.Landry
2019,REG,10,Austin Hooper,TE,ATL,5.1,2.917543892,5.982,11.15586886,4,5,80,17,1,0.8525,3.121275316,-2.268775316,00-0032392,Austin,Hooper,81,A.Hooper
2019,REG,10,Kenny Golladay,WR,DET,5.064444444,1.886609485,13.41111111,39.78508801,3,9,33.33333333,57,1,0.68,0.376953378,0.303046622,00-0033932,Kenneth,Golladay,19,K.Golladay
2019,REG,10,T.J. Hockenson,TE,DET,5.064,2.623470707,8.025,15.87118465,3,6,50,47,0,11.36,5.244000238,6.115999762,00-0035229,Thomas,Hockenson,88,T.Hockenson
2019,REG,10,Tyrell Williams,WR,LV,5.03,1.922858244,11.536,33.24495677,3,5,60,25,0,0.563333333,1.185025346,-0.621692013,00-0032160,Tyrell,Williams,16,T.Williams
2019,REG,10,Hunter Renfrow,WR,LV,5.03,3.810969449,9.424,27.15850144,4,5,80,42,0,4.46,4.905536217,-0.445536217,00-0034983,Hunter,Renfrow,13,H.Renfrow
2019,REG,10,Davante Adams,WR,GB,4.903333333,2.608687443,15.653,49.41440162,7,10,70,118,0,5.698571429,6.091508569,-0.39293714,00-0031381,Davante,Adams,17,D.Adams
2019,REG,10,Julio Jones,WR,ATL,4.876666667,2.103784529,12.00777778,40.3080825,3,9,33.33333333,79,0,12.77666667,11.7304648,1.046201862,00-0027944,Quintorris,Jones,11,J.Jones
2019,REG,10,Eric Ebron,TE,IND,4.863333333,1.577026026,11.03916667,31.99913039,5,12,41.66666667,56,0,3.404,4.087944071,-0.683944071,00-0031387,Eric,Ebron,85,E.Ebron
2019,REG,10,Odell Beckham,WR,CLE,4.840909091,2.418171564,14.6,68.35739368,5,12,41.66666667,57,0,2.848,4.070636846,-1.222636846,00-0031235,Odell,Beckham,13,O.Beckham
2019,REG,10,Mark Andrews,TE,BAL,4.796666667,2.078466157,9.28,33.39030314,6,8,75,53,2,1.64,2.243731429,-0.603731429,00-0034753,Mark,Andrews,89,M.Andrews
2019,REG,10,Amari Cooper,WR,DAL,4.778571429,2.22902307,12.27714286,32.57585808,11,14,78.57142857,147,1,1.760909091,1.75264121,0.008267881,00-0031544,Amari,Cooper,19,A.Cooper
2019,REG,10,JuJu Smith-Schuster,WR,PIT,4.774,2.69939942,7.154,16.86468647,3,5,60,44,0,4.413333333,3.852527076,0.560806257,00-0033857,John,Smith-Schuster,19,J.Smith-Schuster
2019,REG,10,Michael Thomas,WR,NO,4.626923077,2.684696832,7.839285714,41.58772262,13,14,92.85714286,152,0,4.243846154,3.137682112,1.106164042,00-0032765,Michael,Thomas,13,M.Thomas
2019,REG,10,Ross Dwelley,TE,SF,4.464,3.119903577,4.621428571,9.234941479,3,7,42.85714286,24,0,6.18,7.770267297,-1.590267297,00-0034073,Ross,Dwelley,82,R.Dwelley
2019,REG,10,Greg Olsen,TE,CAR,4.461,3.590828578,7.321,22.50953142,8,10,80,98,0,5.85625,5.766300157,0.089949843,00-0025418,Gregory,Olsen,88,G.Olsen
2019,REG,10,Auden Tate,WR,CIN,4.453333333,3.243826001,9.951666667,28.04207956,3,6,50,36,0,6.92,3.702888256,3.217111744,00-0034686,Audeen,Tate,19,A.Tate
2019,REG,10,Kyle Rudolph,TE,MIN,4.424,2.098118375,10.07,23.05191832,4,5,80,14,2,0.4,0.147384199,0.252615801,00-0027981,Kyle,Rudolph,82,K.Rudolph
2019,REG,10,Tyler Boyd,WR,CIN,4.315,3.213965465,7.42125,27.88240267,6,8,75,62,0,4.675,3.168308388,1.506691612,00-0033009,Tyler,Boyd,83,T.Boyd
2019,REG,10,Dawson Knox,TE,BUF,4.236,2.962347572,9.456666667,15.13793287,4,6,66.66666667,55,0,7.1925,6.998663302,0.193836698,00-0035689,Dawson,Knox,88,D.Knox
2019,REG,10,Zach Pascal,WR,IND,4.197142857,1.089213832,12.77,21.59283057,2,7,28.57142857,26,0,1.025,1.029135639,-0.004135639,00-0033251,Zachary,Pascal,14,Z.Pascal
2019,REG,10,O.J. Howard,TE,TB,4.103333333,2.042774707,8.39,14.10321062,4,7,57.14285714,47,1,3.2575,2.205174061,1.052325939,00-0033879,O'Terrius,Howard,80,O.Howard
2019,REG,10,Gerald Everett,TE,LAR,4.0775,3.050251653,4.731666667,18.99314267,8,12,66.66666667,68,0,4.75,2.650529748,2.099470252,00-0033895,Gerald,Everett,81,G.Everett
2019,REG,10,DeVante Parker,WR,MIA,4.055,2.203672081,12.584,65.22572954,5,10,50,69,0,2.432,1.705237003,0.726762997,00-0031547,DeVante,Parker,11,D.Parker
2019,REG,10,D.K. Metcalf,WR,SEA,3.787,3.183399091,8.319,44.4153764,6,10,60,70,0,6.53,4.603280313,1.926719687,00-0035640,DeKaylin,Metcalf,14,DK.Metcalf
2019,REG,10,Stefon Diggs,WR,MIN,3.781666667,1.82979092,12.96166667,35.60571376,3,6,50,49,0,4.653333333,5.002510152,-0.349176818,00-0031588,Stefon,Diggs,14,S.Diggs
2019,REG,10,John Brown,WR,BUF,3.705454545,2.720674239,12.70363636,37.28189531,5,11,45.45454545,77,0,2.67,3.611077896,-0.941077896,00-0031051,John,Brown,15,J.Brown
2019,REG,10,Jared Cook,TE,NO,3.558571429,2.053039374,8.517,32.27358848,6,10,60,74,0,4.466666667,2.855186181,1.611480486,00-0027061,Jared,Cook,87,J.Cook
2019,REG,10,Allen Robinson,WR,CHI,2.847777778,2.884634991,12.13,49.10047675,6,9,66.66666667,86,0,2.633333333,4.005035209,-1.371701875,00-0031428,Allen,Robinson,12,A.Robinson
2019,REG,10,D.J. Moore,WR,CAR,2.830909091,2.155728523,10.22090909,34.56831878,9,11,81.81818182,120,0,4.672222222,6.850403215,-2.178180992,00-0034827,Denniston,Moore,12,D.Moore
2019,REG,10,Mike Evans,WR,TB,2.608333333,2.546731441,18.585,26.77760968,4,6,66.66666667,82,0,6.84,5.303565016,1.536434984,00-0031408,Mike,Evans,13,M.Evans
2019,REG,11,C.J. Uzomah,TE,CIN,9.12,3.824523694,0.81,2.308744727,2,5,40,5,0,1.155,3.136628338,-1.981628338,00-0032134,Christopher,Uzomah,87,C.Uzomah
2019,REG,11,Mike Gesicki,TE,MIA,9.118,2.122428437,8.57,16.93452773,4,6,66.66666667,18,0,0.5225,0.978526676,-0.456026676,00-0034829,Michael,Gesicki,88,M.Gesicki
2019,REG,11,Scott Miller,WR,TB,8.88,3.891058295,16.07666667,22.9088491,4,6,66.66666667,71,0,3.4425,2.280776052,1.161723948,00-0035298,Scott,Miller,10,S.Miller
2019,REG,11,Greg Olsen,TE,CAR,8.2425,3.646482284,8.41,12.2823928,5,5,100,57,0,2.99,3.065444432,-0.075444432,00-0025418,Gregory,Olsen,88,G.Olsen
2019,REG,11,Kelvin Harmon,WR,WAS,8.123333333,3.715796373,9.255,25.89777073,5,6,83.33333333,53,0,2.622,3.980071813,-1.358071813,00-0035297,Kelvin,Harmon,13,K.Harmon
2019,REG,11,Stefon Diggs,WR,MIN,8.116,1.735480097,19.212,33.91589874,5,5,100,121,1,4.988,4.443975901,0.544024099,00-0031588,Stefon,Diggs,14,S.Diggs
2019,REG,11,Bisi Johnson,WR,MIN,7.89,1.943266589,12.22777778,38.85534724,6,9,66.66666667,35,0,0.48,1.221588328,-0.741588328,00-0035006,Olabisi,Johnson,81,O.Johnson
2019,REG,11,Julio Jones,WR,ATL,7.618571429,1.384897525,15.1825,40.58271242,6,8,75,91,0,1.046666667,1.402447524,-0.355780857,00-0027944,Quintorris,Jones,11,J.Jones
2019,REG,11,Larry Fitzgerald,WR,ARI,7.555,5.90714012,3.34,12.49906444,5,5,100,37,1,5.446,5.721547819,-0.275547819,00-0022921,Larry,Fitzgerald,11,L.Fitzgerald
2019,REG,11,Taylor Gabriel,WR,CHI,7.485384615,2.568503041,7.565,34.2506953,7,14,50,57,0,3.322857143,3.446456468,-0.123599325,00-0031228,Taylor,Gabriel,18,T.Gabriel
